Time,A/F Correction #1 (%),Accelerator Pedal Angle (%),CL/OL Fueling* (status),Engine Load (4-Byte)* (g/rev),Engine Speed (rpm),Feedback Knock Correction (4-byte)* (degrees),Fine Learning Knock Correction (4-byte)* (degrees),IAM (4-byte)* (multiplier),Mass Airflow (g/s),Requested Torque* (raw ecu value),Vehicle Speed (mph),Phidget IK Sensor 267583:0 (AFR),Manifold Absolute Pressure (psi),Manifold Relative Pressure (Corrected) (psi)
13:14:11.909,-1.56,16.47,8,0.61,2710,0,0,1,27.71,197.4,11,14.13,8.27,-6.09
13:14:12.005,-3.12,16.47,8,0.6,2810,0,0,1,27.71,197.86,11,14.12,8.27,-6.09
13:14:12.084,-2.34,16.47,8,0.6,2807,0,0,1,27.5,197.37,11,14.05,8.13,-6.24
13:14:12.164,-3.91,16.47,8,0.59,2859,0,0,1,28.03,196.43,12,14.15,8.13,-6.24
13:14:12.245,-4.69,16.47,8,0.58,2876,0,0,1,27.95,195.44,12,14.15,8.13,-6.24
13:14:12.325,-4.69,16.47,8,0.58,2916,0,0,1,27.95,193.19,12,14.08,8.13,-6.24
13:14:12.404,-5.47,16.47,8,0.57,2974,0,0,1,28.26,191.34,12,14.13,8.13,-6.24
13:14:12.484,-6.25,16.47,8,0.57,3005,0,0,1,27.74,190.74,12,14.22,8.13,-6.38
13:14:12.564,-7.81,16.47,8,0.56,2958,0,0,1,28.69,190,14,14.11,7.98,-6.38
13:14:12.648,-8.59,16.47,8,0.55,3069,0,0,1,28.48,187.95,14,13.99,7.98,-6.38
13:14:12.725,-8.59,16.47,8,0.55,3106,0,0,1,28.48,186.28,14,13.99,7.84,-6.53
13:14:12.822,-8.59,16.47,8,0.55,3118,0,0,1,28.16,185.72,14,14.16,7.69,-6.53
13:14:12.899,-8.59,16.47,8,0.54,3166,0,0,1,28.79,187.9,14,14.32,7.69,-6.67
13:14:12.980,-8.59,16.86,8,0.54,3263,0,0,1,27.98,204,14,14.34,7.69,-6.67
13:14:13.060,-7.81,18.04,8,0.54,3220,0,0,1,30.42,204.59,15,14.44,7.69,-6.67
13:14:13.139,-6.25,18.04,8,0.56,3260,0,0,1,31.22,206.08,15,14.48,7.84,-6.53
13:14:13.219,-3.12,18.43,8,0.56,3292,0,0,1,31.33,204.71,15,14.95,7.84,-6.53
13:14:13.299,-2.34,18.43,8,0.56,3285,0,0,1,30.54,204.2,15,15.23,7.69,-6.67
13:14:13.380,-3.91,18.43,8,0.55,3335,0,0,1,30.88,204.26,15,14.81,7.69,-6.67
13:14:13.461,-3.91,18.43,8,0.54,3388,0,0,1,29.88,201.84,15,14.41,7.55,-6.82
13:14:13.555,-3.91,18.43,8,0.53,3440,0,0,1,29.99,201.68,16,14.33,7.55,-6.96
13:14:13.637,-3.91,18.43,8,0.53,3434,0,0,1,30.2,200.34,16,14.37,7.4,-7.11
13:14:13.716,-3.91,18.43,8,0.52,3469,0,0,1,29.8,198.77,16,14.35,7.25,-7.11
13:14:13.796,-3.12,18.43,8,0.51,3464,0,0,1,29.38,197.92,16,14.4,7.11,-7.25
13:14:13.876,-3.12,18.43,8,0.5,3542,0,0,1,29.38,198.21,16,14.4,6.96,-7.4
13:14:13.956,-2.34,18.43,8,0.49,3544,0,0,1,29.06,196.8,16,14.46,6.96,-7.4
13:14:14.035,-1.56,18.43,8,0.49,3648,0,0,1,29.38,195.75,17,14.45,6.82,-7.55
13:14:14.115,0,18.43,8,0.49,3596,0,0,1,29.38,195.78,17,14.46,6.82,-7.55
13:14:14.196,0.78,18.43,8,0.49,3619,0,0,1,29.17,195.62,17,14.57,6.67,-7.69
13:14:14.292,0.78,16.86,8,0.48,3650,0,0,1,29.59,42.02,17,14.56,6.67,-7.69
13:14:14.372,0,0,8,0.39,3659,0,0,1,13.96,0,17,14.46,6.24,-8.85
13:14:14.451,0,0,10,0.3,3610,0,0,1,12.16,0,18,14.38,4.64,-10.01
13:14:14.532,0,0,10,0.26,3578,0,0,1,15.35,0,18,14.26,4.06,-10.45
13:14:14.611,0,0,10,0.24,3542,0,0,1,15.69,0,18,13.92,3.92,-10.45
13:14:14.691,0,0,10,0.22,3497,0,0,1,15.06,0,18,13.29,3.92,-10.45
13:14:14.771,0,0.78,10,0.23,3396,0,0,1,14.35,2.17,18,12.95,3.92,-10.3
13:14:14.851,0,3.14,10,0.23,3383,0,0,1,12.05,43.08,18,12.93,3.92,-10.45
13:14:14.932,0,7.45,10,0.23,3344,0,0,1,10.87,98.07,19,13.2,3.77,-10.59
13:14:15.028,0,15.29,10,0.23,3300,0,0,1,18.24,175.34,19,14.15,3.77,-10.45
13:14:15.107,0,16.08,10,0.39,3222,0,0,1,26.38,174.91,19,14.64,5.37,-8.42
13:14:15.187,0,16.08,10,0.47,3261,0,0,1,27.5,175.43,19,12.78,6.67,-7.4
13:14:15.267,0,16.08,10,0.51,3200,0,0,1,27.92,178.77,19,12.73,7.11,-7.11
13:14:15.347,0,16.08,10,0.53,3047,0,0,1,27.29,185.93,19,14.13,7.4,-6.82
13:14:15.426,0,16.08,10,0.56,2851,0,0,1,27.29,190.38,19,14.41,7.69,-6.53
13:14:15.506,0,16.08,10,0.58,2698,0,0,1,26.37,187.99,19,14.24,7.84,-6.38
13:14:15.586,0,16.08,10,0.61,2576,0,0,1,26.46,184.93,19,14.11,7.98,-6.24
13:14:15.666,0,16.08,10,0.63,2412,0,0,1,26.18,205.88,19,14.4,8.27,-5.95
13:14:15.763,0,18.04,10,0.63,2536,0,0,1,28.13,216.87,19,14.78,8.42,-5.95
13:14:15.842,0.78,18.43,10,0.66,2594,0,0,1,29.82,217.24,19,14.73,8.71,-5.51
13:14:15.922,3.12,18.43,8,0.69,2527,0,0,1,30.14,216.3,19,14.72,9,-5.22
13:14:16.002,4.69,18.43,8,0.69,2574,0,0,1,30.26,219.09,19,15.01,9.29,-5.08
13:14:16.082,4.69,18.43,8,0.69,2646,0,0,1,30.17,219.75,19,15.19,9.14,-5.22
13:14:16.163,2.34,18.82,8,0.7,2591,0,0,1,30.73,219.71,19,14.7,9.14,-5.22
13:14:16.242,3.12,18.82,8,0.69,2666,0,0,1,30.62,222.37,19,14.16,9.14,-5.22
13:14:16.322,2.34,18.82,8,0.69,2683,0,0,1,31.29,221.79,19,14.14,9.14,-5.22
13:14:16.403,0.78,18.82,8,0.7,2676,0,0,1,31.41,223.14,20,14.16,9.29,-5.22
13:14:16.499,0.78,19.61,8,0.69,2748,0,0,1,31.29,228.08,20,13.97,9.14,-5.22
13:14:16.578,0,20,8,0.69,2740,0,0,1,32.86,227.63,20,14.12,9.14,-5.08
13:14:16.658,0,20,8,0.71,2760,0,0,1,33.2,228.48,20,13.99,9.43,-4.93
13:14:16.738,0.78,20,8,0.71,2802,0,0,1,32.97,228.72,20,14.13,9.43,-4.93
13:14:16.818,-0.78,20,8,0.71,2811,0,0,1,33.01,228.02,21,14.27,9.43,-4.93
13:14:16.903,-1.56,20,8,0.71,2862,0,0,1,33.69,226.79,21,14.09,9.43,-4.93
13:14:16.978,-2.34,20,8,0.7,2870,0,0,1,33.46,226.74,21,14.05,9.43,-4.93
13:14:17.058,-3.91,20,8,0.7,2913,0,0,1,33.46,225.15,21,13.95,9.43,-4.93
13:14:17.138,-5.47,20,8,0.68,2934,0,0,1,32.67,225.22,21,13.96,9.29,-5.08
13:14:17.234,-6.25,20,8,0.67,2882,0,0,1,32.78,224.05,21,13.83,9.29,-5.08
13:14:17.314,-7.81,20,8,0.67,2986,0,0,1,32.45,223.89,22,13.9,9.14,-5.08
13:14:17.394,-8.59,20,8,0.66,2981,0,0,1,32.78,223.45,22,14,9.14,-5.22
13:14:17.474,-8.59,20,8,0.66,2965,0,0,1,32.89,222.89,22,13.95,9.14,-5.22
13:14:17.555,-8.59,20,8,0.65,3028,0,0,1,32.36,222.69,22,14.09,9.14,-5.22
13:14:17.634,-8.59,20,8,0.65,3061,0,0,1,33.15,222.58,22,14.22,9.14,-5.22
13:14:17.714,-7.81,20.39,8,0.65,3127,0,0,1,33.04,222.49,22,14.33,9,-5.37
13:14:17.794,-7.81,20.39,8,0.64,3083,0,0,1,33.26,221.96,23,14.37,9,-5.37
13:14:17.873,-7.81,20.78,8,0.64,3123,0,0,1,33.6,223.64,23,14.33,8.85,-5.51
13:14:17.970,-7.81,20.78,8,0.65,3120,0,0,1,33.84,222.87,23,14.35,8.85,-5.37
13:14:18.050,-7.03,20.78,8,0.65,3199,0,0,1,34.21,222.82,23,14.33,9,-5.51
13:14:18.130,-7.03,20.78,8,0.65,3190,0,0,1,34.09,222.07,23,14.38,8.85,-5.37
13:14:18.213,-7.03,20.78,8,0.65,3173,0,0,1,33.72,222.09,23,14.35,8.85,-5.51
13:14:18.290,-6.25,21.18,8,0.64,3158,0,0,1,33.96,221.79,24,14.38,8.85,-5.51
13:14:18.370,-6.25,21.18,8,0.65,3183,0,0,1,34.61,221.94,24,14.37,8.85,-5.66
13:14:18.449,-6.25,21.18,8,0.65,3142,0,0,1,34.12,223.24,24,14.34,8.85,-5.66
13:14:18.529,-7.03,21.18,8,0.63,3211,0,0,1,34.48,224.37,24,14.27,8.85,-5.66
13:14:18.626,-6.25,21.57,8,0.64,3218,0,0,1,34.48,224.4,24,14.22,8.71,-5.66
13:14:18.705,-5.47,21.57,8,0.64,3252,0,0,1,35.22,226.53,25,14.4,8.71,-5.66
13:14:18.784,-4.69,21.96,8,0.65,3239,0,0,1,35.46,227.21,25,14.54,8.71,-5.66
13:14:18.866,-3.91,22.35,8,0.65,3212,0,0,1,35.7,227.01,25,14.5,8.85,-5.51
13:14:18.945,-3.12,22.35,8,0.65,3269,0,0,1,35.7,226.69,25,14.5,8.85,-5.51
13:14:19.025,-3.12,22.35,8,0.65,3297,0,0,1,35.83,226.55,25,14.48,8.85,-5.51
13:14:19.106,-3.12,22.35,8,0.65,3294,0,0,1,35.74,226.17,25,14.32,8.85,-5.51
13:14:19.185,-3.91,22.35,8,0.65,3323,0,0,1,35.74,226.09,25,14.22,8.71,-5.66
13:14:19.266,-3.91,22.35,8,0.64,3380,0,0,1,35.49,225.79,25,14.21,8.71,-5.66
13:14:19.362,-4.69,22.35,8,0.64,3278,0,0,1,35.37,226.82,25,14.2,8.71,-5.66
13:14:19.441,-3.91,22.35,8,0.64,3340,0,0,1,35.86,227.66,25,14.26,8.71,-5.66
13:14:19.521,-3.12,22.75,8,0.65,3359,0,0,1,36.96,227.71,25,14.4,8.71,-5.51
13:14:19.601,-2.34,22.75,8,0.65,3355,0,0,1,36.47,227.84,25,14.46,8.85,-5.51
13:14:19.680,-2.34,22.75,8,0.65,3352,0,0,1,35.98,227.07,26,14.57,8.85,-5.51
13:14:19.760,-2.34,22.75,8,0.65,3392,0,0,1,36.1,227.45,26,14.35,8.85,-5.66
13:14:19.840,-2.34,22.75,8,0.64,3372,0,0,1,36.5,226.74,26,14.26,8.71,-5.66
13:14:19.920,-3.12,22.75,8,0.64,3344,0,0,1,36.5,228.04,26,14.19,8.71,-5.66
13:14:20.000,-2.34,22.75,8,0.65,3383,0,0,1,36.87,228.14,26,14.21,8.71,-5.66
